nm,attack_1,attack_2,attack_3,attack_4,attack_5,attack_6,attack_7,attack_8,attack_9,attack_10,wrestle_1,wrestle_2,wrestle_3,wrestle_4,wrestle_5,wrestle_6,wrestle_7,wrestle_8,wrestle_9,wrestle_10,chase_1,chase_2,chase_3,chase_4,chase_5,chase_6,chase_7,chase_8,chase_9,chase_10,escape_1,escape_2,escape_3,escape_4,escape_5,escape_6,escape_7,escape_8,escape_9,escape_10,conflict_1,conflict_2,conflict_3,conflict_4,conflict_5,conflict_6,conflict_7,conflict_8,conflict_9,conflict_10,investment_1,investment_2,investment_3,investment_4,investment_5,investment_6,investment_7,investment_8,investment_9,investment_10
n3201 o,35,1,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1,0,1,0,0,1,3,0,539.90601,463.1391,354.63033,413.00723,487.9882,302.72932,371.65287,414.74218,257.26955,224.46046
n3201 A,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,1,0,21,1,1,0,1,0,0,1,1,0,546.84839,0,0,0,71.2933,0,0,0,0,0
n3201 H,5,11,0,1,2,2,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,16,17,1,1,2,2,0,2,0,0,394.38208,600.0182,574.61809,582.82938,531.77893,530.12679,334.77126,185.4756,587.43533,516.0751
n3201 O,20,3,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,32,15,0,0,0,0,0,0,0,0,496.91649,0,0,0,86.14599,0,0,0,0,0
n3201 X,30,4,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,0,0,36,7,1,2,2,1,0,1,0,0,496.91649,167.386,14.05171,12.41625,4.2055,19.55897,0,0,2.036,0
n3242 =,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,1,0,2,5,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,2.76872,0,0
n3242 o,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,3,0,2,3,1,4,1,0,0,0,6,0,0,0,0,0,11.3816,0,0,0,21.96206,0
n3242 A,5,3,1,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7,3,1,5,0,0,0,0,7,2,470.48267,371.25289,478.35887,214.14688,308.9038,495.0143,356.29988,394.04927,508.29277,217.18428
n3242 H,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,3,0,0,15,1,0,0,0,2,0,3,0,0,268.43185,21.72843,0,0,0,13.6846,0,0,0,0
n3242 O,8,2,1,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,0,0,2,0,1,0,0,554.90665,586.23419,537.33589,575.11916,408.73436,600.2521,600.95318,368.84963,601.34789,600.01877
n3242 X,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,45.19247,0,0,15.21991,0,0,0,14.31871,0,9.31218
n3243 =,9,4,0,0,0,0,0,0,0,1,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,2,1,0,0,0,10,14,2,1,4,2,1,0,0,1,551.05429,0,7.81022,0,0,0,0,0,0,600.15174
n3243 o,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,1,3,1,1,0,0,6,2,0,3,2,3,2,1,0,0,118.755315,0,0,3.3377,2.73691,23.2638,0,267.9172,0,23.06351
n3243 A,4,18,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,19,1,2,3,2,1,0,0,2,0,592.97616,456.99764,420.65086,381.93324,533.63201,600.0847,572.88299,99.29661,485.30152
n3243 H,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,3,2,6,1,0,0,0,0,0,0,0,0,81.60673,0,0,0,0,0,0,0
n3243 O,1,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,1,15,0,0,0,3,0,0,2,0,0,207.6714,0,0,0,523.48536,0,0,0,400.02374
n3243 X,4,15,4,0,0,2,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,5,0,0,2,0,0,1,0,442.07795,583.2301,579.05736,432.966905,482.13103,294.0518,356.166,484.23368,519.27933,586.70081
n3244 =,29,10,1,2,4,1,4,0,1,0,8,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,12,1,3,5,1,6,0,1,0,480.662309,573.68291,380.5308,314.84542,252.06315,409.06855,475.1551,377.06033,452.32469,250.72797
n3244 o,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,5,0,1,1,3,7,0,0,1,0,5,0,1,1,514.3063,0,0,0,0,49.6316,80.77232,0,85.8457,0
n3244 A,16,0,0,0,0,1,0,0,0,0,14,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,0,0,0,0,1,30,5,2,3,4,2,0,0,0,1,480.428669,0,0,0,0,0,0,0,0,0
n3244 H,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,0,0,0,0,6,1,2,1,0,0,0,1,0,2,421.451499,0,0,0,0,0,18.6577,430.6968,600.25151,600.0857
n3244 O,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,14,2,1,0,0,0,0,0,0,0,496.583139,4.77291,4.37239,0,0,0,0,0,0,0
n3244 X,2,1,2,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,1,2,1,0,0,0,3,0,2,0,580.52521,600.08459,383.16816,540.84056,408.23435,403.76201,1.3017,0,0
n3346 =,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,5,0,2,0,0,0,1,0,1,0,573.950396,0,82.44122,0,0,0,0,0,0,0
n3346 o,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,0,10,1,0,0,0,0,1,1,2,0,597.74821,0,0,4.27226,0,112.64727,0,10.8141,0,0
n3346 A,5,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,1,0,1,0,0,1,1,0,395.850716,507.13018,344.91828,398.55464,69.92476,164.58193,263.3779,495.3149,408.56749,563.47033
n3346 H,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,1,1,0,0,8,0,3,0,0,1,1,1,0,0,51.53399,0,0,0,0,0,0,0,0,0
n3346 O,2,1,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,2,1,0,0,0,10,2,1,0,0,7,1,0,0,0,518.71141,2.93718,0,0,0,408.33397,5.40707,0,0,0
n3346 X,13,1,4,0,0,6,2,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,6,0,0,9,2,0,0,0,470.848846,600.05178,600.91986,244.453,597.44836,600.35177,600.11872,600.9198,251.29543,402.65993
n3347 =,2,0,0,0,0,0,0,0,1,1,6,2,0,1,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,1,4,4,1,9,2,8,13,2,2,1,5,4,2,16,3,599.985,77.93536,120.85808,0,243.2181,0,427.49258,528.55813,502.62383,90.8188
n3347 o,4,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,2,0,2,6,1,1,3,26,6,3,2,0,2,6,2,1,3,565.70682,43.99088,0,0,0,18.6577,0,0,0,390.17719
n3347 A,55,19,5,1,0,8,13,7,24,6,4,0,0,0,0,0,0,0,0,0,1,6,1,2,0,1,4,0,5,1,0,0,0,0,0,0,0,0,0,0,60,25,6,3,0,9,17,7,29,7,562.06873,596.18041,469.31399,506.52934,393.98198,392.98072,550.52013,391.54563,482.731106,585.59948
n3347 H,2,4,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,1,0,0,2,0,0,0,3,433.23352,517.24371,389.70979,546.78202,556.89433,355.99899,321.98778,388.77529,581.126566,282.80333
n3347 O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,2,0,0,0,3,5,7,3,0,0,2,0,0,0,3,0,205.86938,424.02136,39.25138,0,356.62642,0,0,0,359.13659
n3347 X,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,0,144.02165,0,0,0,0,0,0,0
n3358 =,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,14,0,0,1,1,0,0,0,0,0,0,0,0,0,19.9261,0,0,0,0,0
n3358 o,10,3,0,1,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,1,3,0,2,3,2,0,592.87532,500.121,488.33894,569.01102,563.70429,568.14371,536.16823,558.09723,559.3654,282.737
n3358 A,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,10,2,0,1,0,0,0,0,0,0,3.74372,3.17081,0,2.23626,0,0,0,0,600.01858,0
n3358 H,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,3,0,0,3,7,4,0,0,0,0,3,0,0,600.18488,338.2092,0,0,0,600.35251,0,0,0,0
n3358 O,9,15,5,0,2,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,15,7,0,2,0,0,3,1,3,600.18488,599.71804,533.33108,533.83176,467.17797,534.80007,591.07339,405.69788,523.58528,575.52017
n3358 X,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,1,2,5,6,2,0,0,0,0,0,1,3,417.74628,85.4821,0,0,0,245.68351,0,0,0,0
n3359 =,10,0,0,0,0,0,0,0,1,0,7,3,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,1,0,17,3,2,4,0,0,0,1,4,4,600.11896,78.7363,79.0367,0,0,0,0,0,230.93556,599.78479
n3359 o,6,0,0,2,5,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,0,0,1,0,10,2,1,6,12,1,0,0,1,0,558.93177,256.2683,254.9337,371.28589,594.31085,268.25067,69.15716,600.15152,0,0
n3359 A,21,25,7,18,14,1,1,6,12,13,7,0,0,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,26,7,21,17,1,1,7,13,13,600.11896,533.8313,536.7357,237.04349,600.51897,484.93418,570.31237,433.80046,570.27996,0
n3359 H,22,11,12,1,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,2,0,1,0,0,26,17,19,5,0,2,0,1,0,0,586.72799,600.08473,600.25208,255.30078,0,146.29142,115.55126,0,600.25255,135.74439
n3359 O,6,0,12,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,3,0,0,0,0,8,1,19,2,1,4,0,0,0,0,6.97579,549.35173,539.6061,600.08553,276.52842,28.00332,0,0,0,599.78479
n3359 X,6,8,22,12,0,4,0,1,1,0,9,6,4,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,14,26,14,0,6,0,2,1,0,594.43808,549.35173,539.6061,573.98472,526.58887,309.93856,375.79122,359.77038,542.64377,9.11192
n3360 =,17,8,4,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,4,5,0,0,0,0,0,0,570.61329,600.5187,574.684,507.0632,600.586359,133.1408,0,148.59441,0,381.98625
n3360 o,12,0,1,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,2,1,2,0,0,0,0,0,1,574.9523,274.2254,166.28378,112.38036,8.47776,600.05163,50.8999,271.622,600.01921,600.91778
n3360 A,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,437.706079,600.05163,478.025,56.4071,600.01921,76.2317
n3360 H,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,5,1,3,1,1,0,0,0,0,0,580.25924,0,600.38432,272.62326,391.378759,0,0,0,14.786,0
n3360 O,10,5,4,1,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,4,1,1,0,0,0,0,2,600.01844,412.673,600.38432,437.20504,498.552869,334.1371,396.01775,466.40981,264.3125,429.46155
n3360 X,8,0,0,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1,1,2,0,0,0,1,12,8,3,1,1,3,0,0,1,2,0,412.673,0,52.4686,104.770389,416.04423,0,209.0065,462.8731,79.7376
n3361 =,4,2,0,0,0,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,10,7,4,0,0,0,0,0,1,0,517.81033,589.87196,36.31414,46.4608,27.002,600.0177,0,90.28478,600.21932,104.60349
n3361 o,13,8,1,1,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,17,15,3,2,0,0,0,0,0,1,534.6323,599.85168,3.3377,62.8823,0,0,0,600.753229,215.11526,0
n3361 A,14,22,10,2,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,10,2,0,0,0,0,1,0,544.47851,561.33458,462.7757,512.63779,581.7281,600.0177,289.512,600.753229,600.21932,386.00509
n3361 H,1,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,178.80055,547.04931,599.6547,394.28283,379.6301,457.6653,94.0898,537.270139,573.38416,391.87939
n3361 O,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,600.78555,329.9653,0,0,0,0,0,0,0,0
n3361 X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,13.95159,494.48049,437.40918,0,0,0,0,22.763139,0,0
n3374 =,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,555.82723,519.74667,518.87854,340.14509,562.30234,588.203013,348.7563,284.873,583.5635,323.85664
n3374 o,4,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,542.47643,562.16885,279.8325,600.05193,600.15183,87.214133,109.51,582.796,600.18524,600.7857
n3374 A,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,556.76179,595.94634,600.11811,600.05193,594.74476,552.62312,214.3471,0,600.18524,392.64676
n3374 H,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,1,10,10,0,0,0,0,0,0,0,2,0,344.51745,0,0,0,0,317.04809,0,0,10.31349
n3374 O,12,7,0,0,0,0,0,0,0,0,4,10,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,18,18,0,2,0,0,0,3,1,0,461.20347,578.35668,0,2.77029,0,0,0,0,0,0
n3374 X,6,21,0,1,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,0,1,0,0,0,0,0,4,450.8566,589.77158,491.07551,452.89266,431.89838,351.52661,115.08386,600.0519,399.52254,600.7857
n3375 =,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,1,0,1,0,5,2,2,1,1,0,1,0,1,0,36.94834,600.1517,600.5194,0,0,0,36.34754,0,0,20.52686
n3375 o,1,2,2,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,7,0,1,1,0,0,4,21,2,2,12,0,1,1,0,0,4,90.95221,600.1517,600.5194,70.7258,0,25.36656,0,0,0,0
n3375 A,24,0,0,17,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,32,0,1,19,0,1,0,0,1,6,466.30979,105.6049,480.162,327.97629,130.104,324.12395,326.46043,209.00674,289.17202,313.07633
n3375 H,5,0,2,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,1,1,5,9,0,3,2,2,1,0,3,1,5,195.62254,600.1517,600.5194,362.073485,0,36.51446,577.88946,592.10794,253.79235,19.75921
n3375 O,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,3,0,3,0,0,0,0,600.01806,600.1517,600.5194,0,0,382.09985,0,0,0,0
n3375 X,9,0,1,4,3,4,0,1,3,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,12,0,1,5,3,4,0,2,3,4,576.6542,600.1517,600.5194,357.46757,600.152,161.47793,34.7455,578.35654,555.58723,492.07707
n3382 =,1,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,1,23,1,0,0,0,0,0,0,1,600.385249,75.56555,0,0,2.002623,0,0,0,0,20.82725
n3382 o,5,16,2,3,0,1,0,4,2,0,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,3,1,0,1,1,0,0,0,0,0,0,0,0,6,24,2,5,0,2,0,7,3,0,538.83802,591.87424,422.98619,494.61366,529.726715,540.94134,586.26689,472.21818,595.77973,567.20859
n3382 A,2,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,1,3,0,5,1,0,3,10,3,5,1,3,0,5,1,0,502.08997,2.97055,0,80.97259,0,0,0,0,26.5347,2.50327
n3382 H,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,2,0,0,9,1,0,0,0,0,0,2,0,0,342.3809,0,88.84958,39.4516,0,107.44093,0,108.6088,0,0
n3382 O,16,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,24,1,0,0,4,2,2,0,1,0,571.580849,474.78764,414.17476,359.1365,439.975488,470.18211,0,0,456.83132,0
n3382 X,1,1,0,0,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,2,1,1,0,0,0,15,3,0,0,2,2,4,0,1,0,194.6544,11.1479,0,0,0,358.70267,600.11835,533.39827,600.38576,432.96631
n3383 =,4,1,5,2,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,0,0,0,5,2,1,0,0,0,0,0,0,0,10,3,7,3,2,0,5,2,1,1,570.34642,600.41888,279.09841,260.207109,472.41812,328.39611,121.65916,218.31896,360.93877,208.50613
n3383 o,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,1,2,1,4,5,1,0,0,0,0,1,577.68939,271.4219,395.38385,20.560239,0,0,0,0,0,0
n3383 A,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,6,4,1,0,0,0,7,3,1,0,475.62264,69.59105,496.44937,3.537962,0,0,215.18157,22.29583,0,0
n3383 H,0,0,0,11,0,0,0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,12,0,0,0,3,4,2,537.60364,192.8525,530.82766,400.156907,418.76489,297.18868,440.609859,492.47802,448.353253,480.72885
n3383 O,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,0,2,0,4,3,6,1,2,5,1,0,2,0,5,3,523.18473,592.04125,487.40412,8.61127,0,0,0,0,429.762253,65.31882
n3383 X,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,4,1,1,2,0,0,16,0,0,0,4,1,1,406.09846,600.41888,600.11827,36.91501,0,0,0,46.02685,582.228333,0
n3406 =,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,68.12246,0,0,600.35193,600.21824,278.1305,600.4522,555.59354,406.191,214.07987
n3406 o,14,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,68.12246,595.04527,593.34259,532.39631,536.96878,77.1676,0,379.06253,505.46113,521.84908
n3406 A,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,168.9874,574.75207,562.26864,422.75305,0,440.97688,600.4522,114.41633,8.17737,170.55641
n3406 H,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,70.0249,174.0945,0,600.21824,600.08488,600.4522,553.19044,403.92154,500.32099
n3406 O,4,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,2,1,0,0,0,0,0,209.9413,566.44119,487.53755,417.24572,374.35617,208.80658,600.4522,445.91675,171.15036,0
n3406 X,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,99.66371,0,114.4831,563.93761,0,0,95.4582,0,0,510.16718
n3407 =,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,7.37632,0,0,0,0,0,27.16894,0,600.286,0
n3407 o,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,6,1,1,3,0,0,3,5,1,3,6,1,1,4,0,0,3,456.597097,0,237.11021,328.396307,29.338328,0,0,0,0,600.7527
n3407 A,24,1,1,16,1,1,3,0,0,2,5,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,2,18,1,1,4,0,0,2,445.849697,544.1117,456.997814,499.01957,348.155442,462.77232,338.709921,0,484.334,75.6657
n3407 H,1,2,4,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,1,1,0,0,0,0,341.746737,323.78986,559.431854,515.808177,441.343962,340.378744,525.754641,600.185,600.286,600.7527
n3407 O,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,14.9863,295.7535,6.77553,0,0,0,0,0,19.125
