nm,attack_1,attack_2,attack_3,attack_4,attack_5,attack_6,attack_7,attack_8,attack_9,attack_10,wrestle_1,wrestle_2,wrestle_3,wrestle_4,wrestle_5,wrestle_6,wrestle_7,wrestle_8,wrestle_9,wrestle_10,chase_1,chase_2,chase_3,chase_4,chase_5,chase_6,chase_7,chase_8,chase_9,chase_10,escape_1,escape_2,escape_3,escape_4,escape_5,escape_6,escape_7,escape_8,escape_9,escape_10,conflict_1,conflict_2,conflict_3,conflict_4,conflict_5,conflict_6,conflict_7,conflict_8,conflict_9,conflict_10,investment_1,investment_2,investment_3,investment_4,investment_5,investment_6,investment_7,investment_8,investment_9,investment_10
n0869 A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,419.148671,599.81799,599.8854,599.58483,600.65248,0,0,0,0,0
n0869 H,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,154.33378,0,0,476.62403,260.87458,0,598.08288,601.1866,0,0
n0869 o,4,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,0,0,0,0,0,535.299151,439.14114,364.6772,599.58483,421.11761,508.39817,158.2403,0,418.0469,530.89416
n0869 X,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,270.120481,372.85447,0,0,13.5177,0,0,0,345.98586,0
n0870 =,2,0,0,2,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,2,1,0,0,0,545.82655,432.808,400.958,328.5302,277.06204,0,0,490.9427,108.3751,0
n0870 O,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,147.60835,0,569.8789,600.0855,0,0,0,0,0,0
n0870 A,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,1,6,2,2,1,0,0,0,599.1137,599.7179,600.0855,5.34032,0,0,0,0,0
n0870 H,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,2,1,0,0,0,0,3,0,0,1,17.8292,28.0793,0,0,0,0,0,0,0,300.56
n0870 o,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,3,359.65541,599.1137,316.6805,501.1228,128.9354,232.6047,601.053,563.63788,600.6871,0
n0944 =,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,6,0,0,0,1,0,0,375.07583,192.809102,403.92853,88.04855,300.6599,0,61.3803,367.51411,262.4101,0
n0944 O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.832,0,0,511.46915,0,0,0,0,0,0
n0944 A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,164.60335,457.20476,0,0,0,0,0,217.91848,0,599.284
n0944 H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,240.61391,33.4945,0,9.61258,0,0,0,0,0,0
n0944 X,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,382.30011,268.750702,404.89651,413.27405,0,0,0,498.91945,583.5639,0
n0947 =,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,446.76567,498.59376,110.5002,382.294,319.4879,355.2036,328.1523,138.777,0,181.7071
n0947 o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,601.039119,221.24037,601.71262,0,0,0,0,0,0,0
n0947 A,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,601.039119,143.98025,52.9458,0,0,0,0,0,0,0
n0947 H,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,601.039119,600.1517,601.71262,600.7526,525.4299,600.1521,0,601.738,530.104,478.8426
n0947 O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,175.804,101.72893,0,0,0,0,0,0,0,0
n0947 X,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,305.34287,551.12459,387.83582,0,0,0,0,0,0,0
n0949 =,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.143529,0
n0949 o,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,89.346288,0,0,0,0,0,0,0,0
n0949 A,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,608.83018,468.400252,518.34481,316.4442,472.61832,335.805997,579.124327,586.424879,443.380068,560.466584
n0949 H,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,608.83018,489.80196,0,0,0,0,0,0,0,0
n0949 X,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,603.755204,602.588358,607.892164,609.197004,604.023569,602.12108,600.710235,602.488227,600.218591
n1020 o,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,144.78941,558.93075,600.786,494.24654,0,166.05054,410.37011,540.70745,310.13895,404.6625
n1020 A,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,1,0,0,0,1,4,1,1,0,1,1,0,0,0,453.59348,599.81765,600.786,601.11964,0,220.58849,0,0,0,16.4549
n1020 H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,600.586,36.68134,35.7801,57.809,0,0
n1020 O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,160.57676,0,0,0,0,0,0,0,0,599.7176
n1020 X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,236.2424,513.9386,600.786,361.37234,0,383.96873,304.83219,404.92946,231.60295,0
n1034 =,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,124.062,442.0455,445.11591,329.0976,0,0,21.82854,309.9392,574.1842
n1034 o,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,596.3805,600.35241,0,591.13981,588.5698,600.84684,384.2031,601.787
n1034 A,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,89.41701,601.05341,600.1516,31.80826,0,0,0
n1034 H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n1034 O,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,201.063,601.3071,601.12003,580.25941,503.85957,556.69479,488.40553,600.84684,548.1844,573.7169
n1034 X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,0,0,0,1,0,2,3,2,0,1,0,0,0,1,0,18.2572,0,210.4089,600.35241,0,0,0,0,0,0
n1060 =,0,0,0,0,0,4,5,21,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,23,0,1,0,0,600.7878,600.2144,600.05206,574.31838,0,462.90575,599.0838,313.71
n1060 o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,2,0,1,81.57332,434.93974,547.7851,334.2704,600.05206,519.0127,600.6862,119.62308,587.769,537.4691
n1060 A,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,75.99937,402.36374,489.0418,345.6186,145.1232,119.0557,136.946,486.1361,25.5668,13.4843
n1060 H,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,1,1,1,0,0,1,0,0,582.52839,389.98091,384.238,447.6182,151.99886,0,569.0782,0,0,0
n1060 O,0,0,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,6,0,1,0,0,0,0,0,600.05206,586.10048,0,435.03588,586.9346,600.318
n1060 X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,13,1,1,1,0,1,2,0,0,1,13,2,1,1,0,0,574.1196,579.8544,512.7712,428.6947,600.6862,395.35071,140.918,0
n1062 o,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,311.9752,599.7509,391.913032,599.8851,601.6525,599.27416,599.65126,600.5856,245.655,601.743
n1062 O,3,4,1,1,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,0,2,1,2,0,0,600.5859,599.7509,511.46953,599.8851,175.194,375.0807,543.67796,394.0487,281.668,601.743
n1062 X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,1,4,1,0,0,1,2,4,1,2,1,4,1,0,0,1,600.5859,317.7157,41.7546,476.824,0,385.23756,493.61253,0,0,0
n1066 =,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,262.042858,540.4404,328.29616,217.2843,0,0,0,0,0,0
n1066 o,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,1,0,0,1,2,2,0,1,0,199.227388,55.0721,539.90619,35.7468,112.11329,0,0,0,0,0
n1066 A,4,0,0,7,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,1,1,0,1,0,0,522.902078,263.7785,484.70069,553.3905,326.89645,361.63947,433.233,0,82.1742,143.5211
n1066 H,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,1,0,0,0,1,260.091578,546.1478,158.44056,924.47578,334.13713,245.9553,405.96394,0,34.1113,438.2064
n1066 O,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,2,0,0,0,0,1,178.600488,564.9725,415.64363,940.32988,0,11.7153,0,0,0,0
n1066 X,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,25.4333,540.4404,228.76602,67.2213,0,0,0,0,0,0
n1069 =,6,8,2,2,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,1,1,2,1,1,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,8,13,5,3,3,1,0,0,0,3,562.73581,386.6388,388.74193,518.87844,264.02288,593.4433,566.0072,417.1791,589.63782,595.9463
n1069 o,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,32.47579,132.67356,0,0,0,0,0,0,0,0
n1069 A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,9,5,3,1,0,0,1,2,4,3,10,5,3,1,0,0,1,2,314.1773,0,23.26377,234.23938,0,0,0,0,4.90642,0
n1069 H,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,1,0,7,4,1,1,1,0,0,0,0,0,0,176.4642,0,125.89808,302.12922,0,0,0
n1069 O,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,2,1,0,0,0,0,2,5,3,5,2,1,0,0,0,0,384.5026,456.89727,388.67514,153.93434,0,465.40908,0,0,0,0
n1069 X,3,6,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,0,4,2,2,0,0,0,0,423.88741,577.78889,286.9086,585.83268,601.86448,601.01988,540.64062,488.4392,0,538.905
n1072 =,3,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,3,0,0,0,1,577.15625,300.5657,113.0812,195.82241,353.86288,456.16332,502.79207,0,0,40.92019
n1072 o,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,579.70816,496.02885,470.048,581.5935,552.05549,599.51752,296.52177,576.5871,510.434,586.70069
n1072 A,0,1,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,2,0,424.87495,602.50788,600.3184,600.48487,536.13462,408.50112,0,571.2468,0,524.95313
n1072 H,0,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,262.28505,509.99767,600.3184,0,552.82312,169.822,0,0,0,394.88312
n1072 O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,590.53852,0,0,0,0,0,0
n1072 X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n1085 =,0,0,0,3,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0,0,0,1,3,555.6939,113.1814,12.3161,306.50088,116.75278,102.63432,391.9127,136.07782,126.89946,346.85387
n1085 o,1,0,2,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,5,2,2,4,1,0,0,0,0,1,0,599.78532,557.6626,195.88956,14.98627,0,0,0,0,552.25585
n1085 A,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,2,1,1,0,0,0,0,0,1,585.633,524.42002,568.91053,118.32145,0,0,0,0,0,0
n1085 H,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,0,0,0,0,2,1,4,0,0,2,0,0,0,0,0,0,0,0,0,402.9272,0,0,0,0
n1085 O,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,585.633,599.78532,468.14546,292.04875,374.22287,386.90622,0,336.40642,341.2136,330.76625
n1085 X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,24.0982,0,19.0583,0,0,0
n2137 o,0,0,3,0,8,0,3,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,2,1,0,0,0,445.28637,371.71935,198.05764,292.48266,367.88588,193.58655,233.43833,538.03714
n2137 H,0,4,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,3,0,1,0,1,0,0,257.7367,431.3641,464.077623,600.01837,0,91.78679,0,525.35396,0,0
n2137 O,3,7,0,1,1,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,1,1,1,1,1,0,0,581.62632,0,564.00831,600.01837,600.21593,509.46691,0,600.28536,0,192.71881
n2137 X,2,9,3,2,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,12,3,2,2,0,0,2,1,0,0,17.15574,600.456023,455.86354,304.09789,568.51074,113.95416,429.92912,8.07723,190.51595
n2138 =,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,194.48782,418.6142,143.587835,0,0,0,12.55389,0,0,0
n2138 A,3,3,1,0,1,1,2,0,0,0,1,3,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,1,2,3,1,0,0,257.67052,476.12238,413.889335,350.25811,250.09399,232.7378,435.59463,376.22541,282.96346,431.06364
n2138 H,6,9,8,10,4,4,3,2,0,2,0,0,10,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,18,15,4,4,3,2,0,4,499.0199,561.40065,13.6512,176.13038,599.45116,413.50756,600.39019,181.1037,17.6956,235.8416
n2138 O,2,2,3,4,2,8,3,0,3,8,1,1,3,1,0,4,0,0,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,2,14,3,0,4,14,0,535.46675,0,376.35883,599.45116,360.73855,570.70823,527.72371,49.9484,422.01845
n2138 X,4,4,3,10,1,5,0,0,0,1,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,14,1,8,0,0,0,1,418.08022,574.45103,410.677245,144.35543,309.63863,372.72091,600.39019,599.98491,348.1702,224.3602
n2154 =,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,542.20899,518.71232,588.22738,55.10541,0,0,0,51.13358,0,0
n2154 o,7,1,0,3,5,0,1,0,1,1,0,0,0,3,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,7,11,0,1,0,1,1,489.74037,478.82682,457.92366,121.29203,401.2249,344.71818,600.9527,46.1938,428.86133,352.89536
n2154 A,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,559.46494,532.26342,588.22738,101.16571,482.5646,442.81268,403.7945,600.25248,502.19064,213.60415
n2154 H,4,2,1,2,0,0,2,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,2,0,0,2,0,0,0,511.60227,504.39362,558.5886,446.68448,569.9122,537.13648,435.3692,237.77778,587.03504,365.23587
n2154 O,5,11,7,5,1,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,7,10,2,0,0,0,0,0,510.66777,473.12142,588.22738,255.23399,0,22.4627,0,0,0,0
n2154 X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4,0,0,1,2,2,2,0,0,0,4,0,0,1,0,81.2063,522.20768,600.45237,0,0,0,0,0,562.39385
n2161 =,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,316.24698,287.342683,363.074933,493.3789,524.82019,574.15071,185.27574,568.41034,143.22073,576.58792
n2161 H,0,2,1,2,1,0,1,2,2,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6,3,3,1,0,1,2,5,0,0,515.207533,515.040423,424.3885,472.51844,431.7311,386.00547,231.43629,525.92231,414.34227
n2161 O,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,422.85331,41.0537,2.57003,0,0,379.66309,0,0,0,59.2442
n2161 X,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,4,3,1,0,0,0,0,1,2,0,595.81287,269.819803,373.1548,0,0,0,245.1545,0,600.48655,525.08727
n2167 o,2,0,2,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,3,0,499.98806,217.3511,249.22593,111.07864,158.74109,469.74744,292.21536,279.6661,362.10711
n2167 H,1,3,0,0,2,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,1,1,4,0,0,0,0,1,192.0511,16.32135,0,419.71559,87.44774,0,0,0,600.7862,594.77811
n2167 O,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,591.3402,109.8104,0,0,0,85.04457,0,0,0,0
n2167 X,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,2,0,0,0,1,0,300.42688,321.05351,392.81385,87.44774,358.73594,455.92927,432.73256,408.7683,530.09346
n2168 =,0,2,0,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,1,2,1,0,0,0,555.45966,432.63253,0,395.51741,167.786,179.83526,256.80253,137.07938,446.6507,600.385
n2168 o,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,486.90338,352.99504,545.21377,0,99.96413,0,0,176.0303,565.0385,0
